,Venue ID,Venue,Neighborhood 0,Distance to Neighborhood 0,Neighborhood 1,Distance to Neighborhood 1,Neighborhood 2,Distance to Neighborhood 2,Neighborhood 3,Distance to Neighborhood 3,Neighborhood 4,Distance to Neighborhood 4,Neighborhood 5,Distance to Neighborhood 5,Neighborhood 6,Distance to Neighborhood 6,Neighborhood 7,Distance to Neighborhood 7,Neighborhood 8,Distance to Neighborhood 8,Venue Address,Venue Category,Venue Latitude,Venue Longitude
21,3fd66200f964a520aaee1ee3,The Kitchen,Sunset Junction,487,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 3 4 8   F o u n t a i n   A v e   ( a t   S u n s e t   B l v d ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 9 ' ,   ' U n i t e d   S t a t e s ' ]",Breakfast Spot,34.09579119429495,-118.28447380284452
22,3fd66200f964a520aeee1ee3,Coral Reef Chinese Restaurant,Atwater Village,442,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 2 0 0   G l e n d a l e   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 9 ' ,   ' U n i t e d   S t a t e s ' ]",Chinese Restaurant,34.117638956796895,-118.26102367959956
23,3fd66200f964a520b9ee1ee3,Tacos Villa Corona,Atwater Village,479,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 1 8 5   G l e n d a l e   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 9 ' ,   ' U n i t e d   S t a t e s ' ]",Taco Place,34.11773575464847,-118.2614126141257
24,3fd66200f964a520cbee1ee3,Il Pastaio,Beverly Hills Post Office,431,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 0 0   N   C a n o n   D r   ( a t   B r i g h t o n   W a y ) ' ,   ' B e v e r l y   H i l l s ,   C A   9 0 2 1 0 ' ,   ' U n i t e d   S t a t e s ' ]",Italian Restaurant,34.07073918796388,-118.40080037177384
25,3fd66200f964a520d1f01ee3,BCD Tofu House,Koreatown,252,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 5 7 5   W i l s h i r e   B l v d   ( a t   K i n g s l e y   D r . ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 0 ' ,   ' U n i t e d   S t a t e s ' ]",Korean Restaurant,34.06196093326715,-118.30271338606065
26,3fd66200f964a520d5ee1ee3,Spago Beverly Hills,Beverly Hills Post Office,264,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 7 6   N   C a n o n   D r   ( a t   W i l s h i r e   B l v d . ) ' ,   ' B e v e r l y   H i l l s ,   C A   9 0 2 1 0 ' ,   ' U n i t e d   S t a t e s ' ]",New American Restaurant,34.06755265952299,-118.39765732884192
27,3fd66200f964a520e3ee1ee3,Akbar,Sunset Junction,475,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 3 5 6   W   S u n s e t   B l v d   ( a t   F o u n t a i n   A v e ) ' ,   ' S i l v e r   L a k e ,   C A   9 0 0 2 9 ' ,   ' U n i t e d   S t a t e s ' ]",Gay Bar,34.09578440490569,-118.28430488591457
28,3fd66200f964a520e8f01ee3,Swingers,Beverly Grove,485,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 0 2 0   B e v e r l y   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 4 8 ' ,   ' U n i t e d   S t a t e s ' ]",Diner,34.076057070873645,-118.36470433119216
29,40870b00f964a520a5f21ee3,Tom Bergin's,Carthay,431,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 4 0   S   F a i r f a x   A v e   ( a t   B a r r o w s   D r ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 6 ' ,   ' U n i t e d   S t a t e s ' ]",Steakhouse,34.060116305168165,-118.36278266712708
30,40870b00f964a520b5f21ee3,Starbucks,Woodland Hills,102,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 4 2 2   T o p a n g a   C a n y o n   B l v d ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Coffee Shop,34.16930682,-118.6054824
31,40a40c00f964a52013f31ee3,Starbucks,Canoga Park,450,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 1 5 0 4   V i c t o r y   B l v d   ( b t w n   C a n o g a   &   O w e n s m o u t h   A v e ) ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Coffee Shop,34.18780376,-118.5992091
32,40a55d80f964a52026f31ee3,House of Pies,Los Feliz,389,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 8 6 9   N   V e r m o n t   A v e   ( a t   F r a n k l i n   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 7 ' ,   ' U n i t e d   S t a t e s ' ]",Diner,34.10514217,-118.29205467
33,40d38200f964a52040011fe3,Fred 62,Los Feliz,425,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 8 5 0   N   V e r m o n t   A v e   ( a t   R u s s e l l   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 7 ' ,   ' U n i t e d   S t a t e s ' ]",Diner,34.10463709749811,-118.29166492973464
34,40d38200f964a52047011fe3,East West Players,Brookside,419,Civic Center,419,Highland Park,419,Little Tokyo,129,Melrose Hill,419,Sun Valley,419,Victoria Park,419,none,none,none,none,"[ ' 1 2 0   J u d g e   J o h n   A i s o   S t ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Theater,34.05072011145923,-118.23996605856983
35,40db6b00f964a5207d011fe3,Dodger Stadium,Elysian Park,430,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 0 0 0   E l y s i a n   P a r k   A v e   ( a t   S t a d i u m   W a y ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Baseball Stadium,34.07418795317562,-118.24116414712466
36,411ff900f964a5202b0c1fe3,Toast Bakery & Café,Beverly Grove,391,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 2 2 1   W   3 r d   S t   ( a t   S   H a r p e r   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 4 8 ' ,   ' U n i t e d   S t a t e s ' ]",Café,34.07262035744506,-118.36893329812416
37,4127e200f964a520540c1fe3,Daikokuya,Brookside,487,Civic Center,487,Highland Park,487,Little Tokyo,185,Melrose Hill,487,Sun Valley,487,Victoria Park,487,none,none,none,none,"[ ' 3 2 7   E   1 s t   S t   ( b t w n   S a n   P e d r o   S t   &   C e n t r a l   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Ramen Restaurant,34.049914,-118.240095
38,4127e200f964a520550c1fe3,Velvet Margarita Cantina,Hollywood,248,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 6 1 2   N   C a h u e n g a   B l v d ' ,   ' H o l l y w o o d ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Mexican Restaurant,34.10023231180783,-118.3293943485442
39,412a8500f964a520930c1fe3,AMC Promenade 16,Warner Center,200,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 1 8 0 1   O x n a r d   S t   ( a t   T o p a n g a   C a n y o n   B l v d . ) ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Movie Theater,34.18018659370307,-118.60335090986938
40,412d2800f964a520d80c1fe3,Oomasa,Little Tokyo,217,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 5 0   E   1 s t   S t   ( a t   C e n t r a l   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Sushi Restaurant,34.04929395563669,-118.2396781230737
41,41478600f964a520c31c1fe3,Morton's The Steakhouse,Financial District,387,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 7 3 5   S   F i g u e r o a   S t   S t e   2 0 7   ( a t   7 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 7 ' ,   ' U n i t e d   S t a t e s ' ]",Steakhouse,34.0490782,-118.2605872
42,41560680f964a5202c1d1fe3,The Well,Hollywood,396,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 2 5 5   W   S u n s e t   B l v d   ( a t   A r g y l e   A v e ) ' ,   ' H o l l y w o o d ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Bar,34.09871017106507,-118.32530200481416
43,42055e00f964a520701f1fe3,The Wiltern,Koreatown,285,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 7 9 0   W i l s h i r e   B l v d   ( a t   W e s t e r n   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 0 ' ,   ' U n i t e d   S t a t e s ' ]",Concert Hall,34.061199785944154,-118.30845443782262
44,42547800f964a520d1201fe3,Shrine Auditorium & Expo Hall,North University Park,496,University Park,496,University Park,496,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 6 5   W   J e f f e r s o n   B l v d   ( a t   R o y a l   S t . ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 0 7 ' ,   ' U n i t e d   S t a t e s ' ]",Concert Hall,34.023552126616025,-118.28132294665272
45,427ff980f964a520c0211fe3,Ace Gallery Beverly Hills,Beverly Hills Post Office,370,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 9 4 3 0   W i l s h i r e   B l v d   ( a t   S   R e e v e s   D r ) ' ,   ' B e v e r l y   H i l l s ,   C A   9 0 2 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Art Gallery,34.066726,-118.398231
46,427ff980f964a520c9211fe3,Los Angeles Public Library - Central,Jewelry District,497,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 3 0   W   5 t h   S t   ( b t w n   F l o w e r   &   G r a n d   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 7 1 ' ,   ' U n i t e d   S t a t e s ' ]",Library,34.05056157007773,-118.25536608695984
47,427ff980f964a520cd211fe3,MOCA,Bunker Hill,198,Historic Core,440,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 5 0   S   G r a n d   A v e   ( a t   W   3 r d   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Art Museum,34.053327374288976,-118.25076161086432
48,427ff980f964a520cf211fe3,REDCAT,Bunker Hill,46,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 3 1   W   2 n d   S t ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Theater,34.05518821890445,-118.25073737730597
49,4283ee00f964a52089221fe3,Hotel Cafe,Hollywood,278,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 6 2 3   1 / 2   N   C a h u e n g a   B l v d   ( a t   S e l m a   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Music Venue,34.100504116240785,-118.3296742947482
50,42853f80f964a520ff221fe3,Yamashiro Hollywood,Whitley Heights,429,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 9 9 9   N   S y c a m o r e   A v e   ( a t   F i t c h   D r . ) ' ,   ' H o l l y w o o d ,   C A   9 0 0 6 8 ' ,   ' U n i t e d   S t a t e s ' ]",Sushi Restaurant,34.105746446668384,-118.34205772755584
51,4287e280f964a5203f231fe3,Hammer Museum,Westwood Village,51,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 0 8 9 9   W i l s h i r e   B l v d   ( a t   W e s t w o o d   B l v d ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 4 ' ,   ' U n i t e d   S t a t e s ' ]",Museum,34.05950065915157,-118.44369180023288
52,42893400f964a5205f231fe3,ArcLight Cinemas,Hollywood,153,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 3 6 0   W   S u n s e t   B l v d   ( b t w n   I v a r   &   V i n e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Multiplex,34.09726545582703,-118.3281132851937
53,42af6f80f964a5205b251fe3,TCL Chinese Theatre,Whitley Heights,491,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 9 2 5   H o l l y w o o d   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Movie Theater,34.10167507794019,-118.34099812129804
54,42ec1480f964a520a0261fe3,The Orpheum Theatre,Jewelry District,413,Sonoratown ,303,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 4 2   S   B r o a d w a y   ( b t w n   8 t h   &   9 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 4 ' ,   ' U n i t e d   S t a t e s ' ]",Theater,34.04259264592726,-118.25522204127994
55,430e5b80f964a52046271fe3,Starbucks,Westwood Village,44,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 1 6 1   W e s t w o o d   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 4 ' ,   ' U n i t e d   S t a t e s ' ]",Coffee Shop,34.059425,-118.444725
56,4313a180f964a52059271fe3,Elysian Park,Solano Canyon,153,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 8 8 0   A c a d e m y   D r ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Park,34.08319683337859,-118.23447704315186
57,4313a180f964a5205a271fe3,Echo Park Lake,Echo Park,115,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 7 5 1   E c h o   P a r k   A v e   ( b t w   B e l l e v u e   a n d   P a r k   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 6 ' ,   ' U n i t e d   S t a t e s ' ]",Lake,34.07313986545447,-118.26017408772142
58,431e2d80f964a52080271fe3,Ye Rustic Inn,Los Feliz,475,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 8 3 1   H i l l h u r s t   A v e   ( a t   R u s s e l l   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 7 ' ,   ' U n i t e d   S t a t e s ' ]",Dive Bar,34.10437166645735,-118.28778896592064
59,431e2d80f964a52081271fe3,Cole's,Downtown,280,Flower District,435,Gallery Row,202,Jewelry District,456,Sonoratown ,443,Toy District,439,none,none,none,none,none,none,"[ ' 1 1 8   E   6 t h   S t   ( a t   M a i n   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 4 ' ,   ' U n i t e d   S t a t e s ' ]",Bar,34.044871805518234,-118.24948853420624
60,43276800f964a520b9271fe3,El Cid,Sunset Junction,207,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 2 1 2   W   S u n s e t   B l v d   ( a t   M y r a ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 9 ' ,   ' U n i t e d   S t a t e s ' ]",Spanish Restaurant,34.09389951509538,-118.2824627851254
61,4341c600f964a52057281fe3,Little Bar,Mid-Wilshire,422,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 7 5 7   S   L A   B r e a   A v e   ( a t   8 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 6 ' ,   ' U n i t e d   S t a t e s ' ]",Bar,34.060556582530985,-118.3447651656412
62,43582f80f964a520e3281fe3,Santee Alley,Fashion District,335,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' S a n t e e   S t   ( a t   E   1 2 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 7 9 ' ,   ' U n i t e d   S t a t e s ' ]",Flea Market,34.03761815502077,-118.25563450703643
63,438b5249f964a520252b1fe3,Nuart Theater,West Los Angeles,18,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 1 2 7 2   S a n t a   M o n i c a   B l v d   ( a t   S a w t e l l e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 5 ' ,   ' U n i t e d   S t a t e s ' ]",Indie Movie Theater,34.04656068780814,-118.448142127472
64,4394dc84f964a520862b1fe3,The Original Pantry,Financial District,353,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 7 7   S   F i g u e r o a   S t   ( a t   W   9 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 7 ' ,   ' U n i t e d   S t a t e s ' ]",Diner,34.04621883786256,-118.26310252679065
65,43a0311ef964a5201f2c1fe3,Brite Spot Family Restaurant,Echo Park,426,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 9 1 8   W   S u n s e t   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 6 ' ,   ' U n i t e d   S t a t e s ' ]",Diner,34.07780182922371,-118.2614400448292
66,43a9ae96f964a5207e2c1fe3,Mastro's Steakhouse,Beverly Hills Post Office,243,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 4 6   N   C a n o n   D r   ( b t w n   D a y t o n   &   C l i f t o n   W a y ) ' ,   ' B e v e r l y   H i l l s ,   C A   9 0 2 1 0 ' ,   ' U n i t e d   S t a t e s ' ]",Steakhouse,34.06886046251658,-118.39876770973206
67,43bd0e5ef964a520002d1fe3,Groundwork Coffee Co.,Hollywood,13,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 5 0 1   N   C a h u e n g a   B l v d   ( a t   S u n s e t   B l v d ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Coffee Shop,34.0980944512876,-118.32962288916436
68,43ca6968f964a520af2d1fe3,Olvera Street,Naud Junction,390,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 4 5   N   A l a m e d a   S t   ( a t   E   C e s a r   C h a v e z   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Pedestrian Plaza,34.057388285588054,-118.2379800081253
